BMR,Required_Calorie
1180.293,1534.3809
1278.051,2172.6867
1238.101,1857.1515
1277.124,2426.5356
1216.028,1580.8364
1224.05,1836.075
1305.074,2218.6258
1314.395,1708.7135
1293.494,2198.9398
1213.186,1577.1418
1243.224,1491.8688
1281.952,2179.3184
1235.341,1853.0115
1179.383,1769.0745
1270.484,2413.9196
1232.009,1601.6117
1331.419,1730.8447
1287.724,2446.6756
1294.342,1682.6446
1289.692,2192.4764
1144.033,1487.2429
1324.116,1721.3508
1243.625,1492.35
1187.343,1543.5459
1180.632,1770.948
1320.304,1584.3648
1311.209,1573.4508
1219.785,1585.7205
1180.805,2007.3685
1187.963,1781.9445
1288.443,2448.0417
1237.644,1485.1728
1241.987,1862.9805
1213.684,1577.7892
1312.098,1705.7274
1200.593,2041.0081
1290.944,2452.7936
1265.291,1644.8783
1255.006,1506.0072
1254.47,1505.364
1303.41,2215.797
1350.092,2025.138
1228.244,1842.366
1216.168,1824.252
1166.76,1750.14
1242.458,2360.6702
1165.345,1748.0175
1168.392,1518.9096
1307.015,2483.3285
1267.758,2408.7402
1290.06,1677.078
1179.911,2241.8309
1240.524,1612.6812
1195.177,1792.7655
1198.972,1798.458
1171.002,1522.3026
1207.686,1811.529
1277.913,2428.0347
1219.268,1828.902
1346.248,2019.372
1187.928,1781.892
1254.654,2383.8426
1260.902,1513.0824
1156.719,2197.7661
1296.59,2204.203
1278.7,2429.53
1257.174,1885.761
1264.707,2150.0019
1172.589,1524.3657
1317.908,1581.4896
1274.584,2166.7928
1364.411,1637.2932
1241.865,1614.4245
1239.336,2354.7384
1211.623,1575.1099
1263.176,2400.0344
1337.752,2006.628
1226.772,1594.8036
1347.034,2559.3646
1243.629,1492.3548
1286.161,1543.3932
1267.876,2155.3892
1271.931,2416.6689
1258.578,1887.867
1246.913,1620.9869
1309.048,1570.8576
1240.379,1612.4927
1263.608,1642.6904
1307.389,1699.6057
1249.912,1874.868
1306.576,1567.8912
1199.001,1798.5015
1318.482,1977.723
1270.64,2160.088
1222.386,1466.8632
1149.54,1724.31
1356.218,1763.0834
1157.424,1736.136
1158.19,1505.647
1294.276,2200.2692
1304.463,2478.4797
1215.585,1458.702
1197.246,1795.869
1279.648,2431.3312
1241.239,1489.4868
1219.885,1463.862
1272.621,2417.9799
1298.504,2207.4568
1325.822,1590.9864
1258.875,2391.8625
1263.094,2399.8786
1155.914,2196.2366
1255.824,1632.5712
1234.417,1604.7421
1292.421,2197.1157
1203.277,1564.2601
1271.361,2161.3137
1266.676,2153.3492
1241.056,1489.2672
1213.28,1577.264
1361.172,1633.4064
1207.363,1811.0445
1236.574,1607.5462
1295.418,1554.5016
1294.409,1553.2908
1373.023,1784.9299
1299.603,2209.3251
1181.555,1417.866
1248.803,2372.7257
1288.405,2447.9695
1219.72,1585.636
1361.519,2042.2785
1293.522,1681.5786
1241.912,2359.6328
1317.196,2239.2332
1203.079,1564.0027
1279.765,2431.5535
1266.757,1520.1084
1209.794,1572.7322
1265.642,1645.3346
1213.626,1456.3512
1263.807,1516.5684
1308.759,2224.8903
1206.963,1810.4445
1293.176,2457.0344
1257.889,1886.8335
1243.667,1616.7671
1349.029,2023.5435
1199.14,1798.71
1312.812,1706.6556
1309.397,2487.8543
1218.905,1584.5765
1225.101,1470.1212
1213.749,1456.4988
1282.648,2180.5016
1174.559,1526.9267
1236.857,1855.2855
1322.765,2248.7005
1288.009,2189.6153
1167.983,1751.9745
1284.436,2183.5412
1276.863,2170.6671
1205.075,1807.6125
1170.888,1522.1544
1249.824,2374.6656
1254.758,1882.137
1250.421,1875.6315
1227.978,1841.967
1254.503,2383.5557
1182.844,1774.266
1213.304,1455.9648
1314.655,2234.9135
1275.687,2168.6679
1185.683,1541.3879
1294.694,1553.6328
1266.145,2405.6755
1253.745,1629.8685
1292.225,2455.2275
1316.753,1975.1295
1179.269,2240.6111
1209.688,1572.5944
1307.073,2222.0241
1270.759,2414.4421
1270.973,1652.2649
1250.154,2375.2926
1273.567,2419.7773
1222.086,1588.7118
1259.82,2393.658
1205.95,1567.735
1247.382,1496.8584
1273.292,1527.9504
1268.074,1902.111
1275.068,2167.6156
1178.666,1532.2658
1274.642,2421.8198
1155.002,1732.503
1276.54,1531.848
1353.726,1624.4712
1324.208,1986.312
1502.108,2854.0052
1454.714,2763.9566
1472.422,2208.633
1429.271,2429.7607
1319.525,1583.43
1505.522,2559.3874
1420.362,2414.6154
1357.113,2035.6695
1360.259,2584.4921
1351.211,2026.8165
1353.919,2030.8785
1351.342,2567.5498
1450.869,2176.3035
1311.869,1574.2428
1409.189,2395.6213
1329.65,1595.58
1481.772,2222.658
1520.866,2585.4722
1357.375,1628.85
1458.263,2770.6997
1458.262,2187.393
1342.719,1611.2628
1490.334,2831.6346
1419.306,1845.0978
1458.559,1750.2708
1319.534,1979.301
1311.697,1967.5455
1344.514,1613.4168
1344.27,2016.405
1341.863,2012.7945
1347.08,1751.204
1355.579,2033.3685
1481.499,1777.7988
1427.846,2427.3382
1462.685,2779.1015
1520.424,1824.5088
1363.839,2591.2941
1366.501,1639.8012
1366.317,2596.0023
1362.092,1634.5104
1324.06,1588.872
1498.332,2846.8308
1459.743,2189.6145
1514.635,1817.562
1352.884,2029.326
1432.408,2435.0936
1482.987,1779.5844
1333.016,1999.524
1364.718,1774.1334
1503.029,1953.9377
1418.985,1844.6805
1503.436,1804.1232
1307.977,1961.9655
1358.805,1630.566
1344.164,1612.9968
1347.4,2560.06
1482.125,2816.0375
1360.226,1632.2712
1466.033,2199.0495
1465.808,2198.712
1321.007,1981.5105
1343.213,1611.8556
1447.184,2170.776
1412.474,2401.2058
1311.922,2230.2674
1469.456,1763.3472
1419.34,2412.878
1356.733,1628.0796
1334.424,2001.636
1353.792,2572.2048
1319.691,1583.6292
1329.178,1595.0136
1475.674,1770.8088
1477.311,1772.7732
1350.923,2026.3845
1493.505,1792.206
1368.856,1779.5128
1460.631,1752.7572
1517.684,2580.0628
1358.975,2038.4625
1498.985,1798.782
1498.2,1797.84
1473.194,2799.0686
1486.901,2230.3515
1347.449,1616.9388
1447.886,2171.829
1450.965,2176.4475
1354.75,2574.025
1347.533,2021.2995
1335.403,1602.4836
1357.89,2036.835
1364.534,1637.4408
1498.799,2248.1985
1459.455,2772.9645
1478.642,2809.4198
1507.24,1808.688
1335.867,1603.0404
1347.577,1751.8501
1343.779,1612.5348
1347.553,2560.3507
1508.716,2866.5604
1407.384,1829.5992
1318.286,1713.7718
1445.271,2167.9065
1360.114,1768.1482
1480.368,1776.4416
1338.758,1606.5096
1498.693,2847.5167
1373.748,1785.8724
1340.318,1608.3816
1478.637,2217.9555
1358.497,1630.1964
1494.633,2839.8027
1371.682,1783.1866
1452.479,1888.2227
1465.714,2784.8566
1332.299,1598.7588
1447.484,2750.2196
1483.668,1780.4016
1458.877,1750.6524
1376.13,1788.969
1499.753,1799.7036
1404.283,2387.2811
1380.466,2622.8854
1310.301,2489.5719
1421.68,1848.184
1327.559,1991.3385
1347.309,2020.9635
1482.777,2817.2763
1333.836,2000.754
1464.3,2196.45
1494.101,2838.7919
1369.091,2601.2729
1318.827,1978.2405
1364.609,2046.9135
1430.195,1716.234
1345.721,1614.8652
1420.554,1846.7202
1365.817,1775.5621
1469.481,2204.2215
1496.676,1796.0112
1356.453,2034.6795
1312.778,1969.167
1340.381,2010.5715
1479.912,2811.8328
1372.563,1784.3319
1329.991,1595.9892
1455.845,2766.1055
1487.304,2825.8776
1358.107,2037.1605
1468.516,2790.1804
1461.418,1753.7016
1480.049,2812.0931
1346.23,2557.837
1343.886,2015.829
1428.281,2428.0777
1341.461,2012.1915
1323.513,1588.2156
1371.743,1646.0916
1468.367,1762.0404
1326.017,1591.2204
1348.643,2562.4217
1467.509,2788.2671
1343.516,2552.6804
1343.091,2551.8729
1346.209,2557.7971
1367.094,2597.4786
1316.454,2237.9718
1439.566,2447.2622
1372.303,2607.3757
1368.039,1778.4507
1467.005,1760.406
1437.318,2443.4406
1435.572,2440.4724
1362.771,2589.2649
1415.119,2405.7023
1448.664,2752.4616
1504.875,1805.85
1319.488,2243.1296
1370.531,2604.0089
1315.696,2499.8224
1489.819,2234.7285
1465.015,2197.5225
1468.14,2789.466
1352.034,2568.8646
1373.482,2609.6158
1362.464,2588.6816
1308.212,1962.318
1431.348,2433.2916
1362.355,2043.5325
1473.858,1768.6296
1357.906,1629.4872
1503.601,2556.1217
1334.881,2002.3215
1495.268,2841.0092
1353.542,1759.6046
1350.895,1621.074
1359.882,1767.8466
1467.446,1760.9352
1366.519,2596.3861
1369.275,1780.0575
1448.7,2173.05
1329.148,1594.9776
1496.231,2842.8389
1460.881,2775.6739
1353.787,1759.9231
1501.568,1952.0384
1361.768,2042.652
1462.452,1754.9424
1453.642,2761.9198
1506.944,1959.0272
1499.14,2248.71
1434.547,2438.7299
1316.876,1975.314
1375.193,1787.7509
1320.686,2245.1662
1338.082,1605.6984
1328.723,1993.0845
1478.167,2217.2505
1420.823,2415.3991
1364.438,1773.7694
1368.313,1641.9756
1487.615,2231.4225
1472.067,2796.9273
1316.819,1580.1828
1347.798,1752.1374
1316.055,2500.5045
1520.053,1976.0689
1355.795,1762.5335
1364.156,2046.234
1330.293,1995.4395
1436.867,2442.6739
1507.905,1960.2765
1368.995,1642.794
1357.033,2578.3627
1514.153,1816.9836
1473.237,2209.8555
1424.939,1852.4207
1363.177,2044.7655
1516.018,1970.8234
1434.36,1864.668
1493.938,2838.4822
1453.211,2179.8165
1465.873,1759.0476
1365.609,2594.6571
1364.69,2047.035
1318.376,1582.0512
1376.359,2615.0821
1320.819,1584.9828
1365.182,1638.2184
1364.642,1637.5704
1487.273,2230.9095
1484.781,2821.0839
1335.853,1603.0236
1369.75,1780.675
1497.789,2845.7991
1524.926,1829.9112
1320.964,1981.446
1422.736,2418.6512
1496.137,1795.3644
1320.115,1980.1725
1364.788,2047.182
1349.562,2024.343
1462.295,1754.754
1475.201,2802.8819
1341.865,1610.238
1349.81,1619.772
1473.944,2210.916
1358.423,2037.6345
1360.133,1768.1729
1479.735,1775.682
1362.844,2044.266
1456.987,2185.4805
1323.501,1985.2515
1355.024,2032.536
1490.945,2236.4175
1350.82,2026.23
1472.631,2797.9989
1458.664,2187.996
1474.63,2801.797
1519.498,2887.0462
1362.312,2043.468
1323.426,1985.139
1486.879,2825.0701
1478.183,2808.5477
1313.757,2496.1383
1353.703,2030.5545
1490.301,2831.5719
1347.043,2020.5645
1317.74,1713.062
1494.452,1793.3424
1447.965,2751.1335
1371.397,2605.6543
1369.53,1780.389
1358.386,2037.579
1418.916,2412.1572
1481.623,2815.0837
1421.044,2415.7748
1482.262,2223.393
1351.864,2027.796
1344.553,2554.6507
1434.846,2152.269
1507.566,2864.3754
1318.275,2241.0675
1315.243,1972.8645
1471.855,2796.5245
1511.008,2568.7136
1353.446,1624.1352
1513.635,2573.1795
1499.711,2849.4509
1475.309,2212.9635
1487.661,2826.5559
1498.201,2247.3015
1466.749,1760.0988
1355.649,2575.7331
1480.362,1776.4344
1430.649,1716.7788
1412.003,1835.6039
1348.339,2561.8441
1423.655,2420.2135
1499.562,1799.4744
1334.65,1601.58
1338.653,2007.9795
1456.393,2767.1467
1314.75,1577.7
1455.243,2182.8645
1521.324,1977.7212
1315.782,1578.9384
1486.261,2823.8959
1455.368,2765.1992
1372.037,1646.4444
1431.829,2434.1093
1332.641,1998.9615
1343.804,2553.2276
1345.246,2017.869
1487.824,2826.8656
1365.271,1774.8523
1322.427,1983.6405
1321.183,1585.4196
1428.481,2428.4177
1368.918,1642.7016
1440.89,2449.513
1451.034,2756.9646
1471.52,2795.888
1365.148,2593.7812
1325.164,1722.7132
1315.936,1710.7168
1367.871,2598.9549
1367.551,2598.3469
1358.243,2037.3645
1459.585,2189.3775
1361.844,1770.3972
1367.635,1641.162
1354.203,1760.4639
1326.407,1989.6105
1481.666,1777.9992
1332.843,1599.4116
1453.068,2760.8292
1498.54,2247.81
1368.994,1779.6922
1476.637,2805.6103
1322.944,2249.0048
1364.176,2591.9344
1461.142,2191.713
1450.685,2756.3015
1438.766,1726.5192
1309.269,2487.6111
1346.067,2019.1005
1319.152,2242.5584
1479.051,1774.8612
1375.739,2613.9041
1491.418,2833.6942
1355.503,1626.6036
1475.107,2212.6605
1355.864,2033.796
1504.246,1805.0952
1432.681,2435.5577
1500.398,1950.5174
1348.748,2562.6212
1447.752,2750.7288
1421.778,1848.3114
1359.498,2039.247
1488.931,2233.3965
1417.938,1843.3194
1435.766,2440.8022
1467.637,1761.1644
1498.583,2247.8745
1318.281,2241.0777
1488.07,1785.684
1440.876,2161.314
1442.516,1731.0192
1425.611,2423.5387
1435.178,2152.767
1506.009,2861.4171
1465.032,1758.0384
1368.066,2599.3254
1343.917,2015.8755
1352.137,2569.0603
1494.106,2838.8014
1425.986,2424.1762
1356.091,2034.1365
1464.699,2782.9281
1486.135,1783.362
1475.776,1770.9312
1450.76,2756.444
1327.786,1593.3432
1324.611,1986.9165
1358.336,1630.0032
1355.26,1761.838
1360.235,1632.282
1437.721,2156.5815
1348.09,2022.135
1326.803,1990.2045
1427.05,2425.985
1324.439,1589.3268
1465.368,1758.4416
1357.4,1764.62
1363.134,1772.0742
1504.582,2557.7894
1360.097,1632.1164
1414.812,2405.1804
1461.856,1754.2272
1424.216,2421.1672
1329.952,1994.928
1347.783,2021.6745
1477.708,1773.2496
1466.485,1759.782
1351.625,2027.4375
1507.032,1808.4384
1314.178,1577.0136
1332.988,1599.5856
1486.549,2824.4431
1354.615,2573.7685
1348.388,2561.9372
1435.388,2153.082
1452.359,2178.5385
1521.81,1978.353
1477.237,1772.6844
1516.773,1820.1276
1418.769,1844.3997
1434.845,2152.2675
1468.492,2790.1348
1495.521,1794.6252
1460.955,1753.146
1351.684,1622.0208
1512.425,1966.1525
1506.559,2862.4621
1449.546,2754.1374
1329.817,1994.7255
1312.061,2230.5037
1337.418,1604.9016
1375.951,1788.7363
1362.875,1771.7375
1346.485,1615.782
1472.384,2208.576
1375.282,1787.8666
1350.455,2565.8645
1311.789,1967.6835
1348.384,2561.9296
1340.369,2010.5535
1324.027,1588.8324
1514.559,1817.4708
1473.307,2799.2833
1330.064,1729.0832
1361.142,2041.713
1427.25,2426.325
1355.792,2576.0048
1365.865,2595.1435
1469.311,2203.9665
1367.91,2599.029
1445.685,2168.5275
1375.566,2613.5754
1365.779,1638.9348
1500.4,2850.76
1351.033,2026.5495
1365.937,1639.1244
1368.27,1641.924
1481.781,2222.6715
1352.945,1623.534
1431.858,1861.4154
1323.817,1720.9621
1364.866,1774.3258
1463.672,2195.508
1505.519,1957.1747
1363.797,2591.2143
1425.177,1852.7301
1354.484,2573.5196
1363.8,1772.94
1473.229,2209.8435
1342.815,2014.2225
1359.463,2039.1945
1462.145,2193.2175
1356.424,1627.7088
1318.313,2241.1321
1471.509,2207.2635
1458.434,1750.1208
1485.264,2822.0016
1362.136,2588.0584
1356.032,2034.048
1489.31,1787.172
1326.302,1724.1926
1335.306,1602.3672
1349.928,2564.8632
1317.636,2239.9812
1333.883,1600.6596
1500.267,2550.4539
1460.959,2775.8221
1422.658,1849.4554
1324.028,1986.042
1365.687,1775.3931
1483.628,2225.442
1359.058,1766.7754
1495.466,2841.3854
1419.308,1845.1004
1346.13,1615.356
1311.836,1967.754
1350.307,2025.4605
1510.866,2870.6454
1507.974,2563.5558
1359.897,1631.8764
1360.609,1632.7308
1366.373,1639.6476
1433.64,2437.188
1462.231,2193.3465
1464.792,2783.1048
1344.725,2554.9775
1483.432,1780.1184
1320.777,1584.9324
1336.209,1603.4508
1482.786,2817.2934
1329.491,1994.2365
1377.091,2616.4729
1317.874,2240.3858
1348.363,1752.8719
1419.263,2412.7471
1353.728,2572.0832
1437.243,2443.3131
1361.537,2586.9203
1506.64,2862.616
1355.389,2575.2391
1503.774,2857.1706
1332.234,1598.6808
1344.482,1613.3784
1384.881,2354.2977
1419.528,1703.4336
1492.236,1790.6832
1502.021,2553.4357
1471.113,2206.6695
1358.99,2038.485
1351.582,1621.8984
1351.153,2567.1907
1504.158,2557.0686
1515.971,2577.1507
1470.491,2793.9329
1349.752,1754.6776
1429.202,2429.6434
1508.749,2564.8733
1383.575,1798.6475
1433.435,2150.1525
1358.678,2581.4882
1413.142,2402.3414
1314.644,1577.5728
1327.396,1991.094
1466.291,2785.9529
1456.749,2767.8231
1475.553,2213.3295
1360.673,1768.8749
1361.472,1769.9136
1312.649,2231.5033
1346.997,1616.3964
1360.511,2040.7665
1452.008,2178.012
1315.534,1710.1942
1417.269,2409.3573
1363.045,2044.5675
1350.061,1620.0732
1513.149,2572.3533
1438.476,2445.4092
1418.092,2410.7564
1469.111,1762.9332
1488.834,1786.6008
1353.204,2029.806
1360.667,2585.2673
1359.374,2039.061
1332.434,1598.9208
1426.082,1853.9066
1324.646,1589.5752
1499.331,1799.1972
1352.887,2570.4853
1360.822,1769.0686
1415.56,1840.228
1342.277,2550.3263
1449.096,2173.644
1344.368,2016.552
1447.373,2171.0595
1484.589,1781.5068
1344.92,2017.38
1485.354,1782.4248
1368.697,1779.3061
1322.834,2248.8178
1328.87,1594.644
1325.489,1988.2335
1502.543,1953.3059
1495.203,1794.2436
1474.652,1769.5824
1365.877,1639.0524
1425.981,2424.1677
1364.152,2591.8888
1476.977,2806.2563
1355.5,1626.6
1460.711,2775.3509
1350.154,1620.1848
1471.745,2207.6175
1436.693,2155.0395
1331.658,1997.487
1473.78,2800.182
1459.419,1751.3028
1415.969,1699.1628
1359.525,1631.43
1481.372,2222.058
1449.325,2753.7175
1315.626,1578.7512
1361.944,1770.5272
1339.892,1607.8704
1482.728,1779.2736
1351.631,2027.4465
1327.618,1991.427
1475.886,2213.829
1338.3,2007.45
1347.781,1752.1153
1450.055,2755.1045
1318.418,1582.1016
1355.799,2033.6985
1356.398,2034.597
1347.307,2020.9605
1460.166,2190.249
1351.034,1621.2408
1449.309,2753.6871
1371.529,2605.9051
1408.71,1831.323
1501.313,1801.5756
1493.063,1791.6756
1367.422,1777.6486
1406.404,1828.3252
1505.124,2558.7108
1363.715,2045.5725
1419.307,2412.8219
1462.151,2193.2265
1493.708,2240.562
1419.664,2413.4288
1327.32,1990.98
1332.86,1999.29
1373.441,1785.4733
1355.743,2033.6145
1362.045,1770.6585
1519.623,1975.5099
1321.052,1585.2624
1368.958,2601.0202
1358.012,2037.018
1455.477,2183.2155
1365.565,1775.2345
1341.846,1610.2152
1362.376,2588.5144
1451.31,2757.489
1325.15,1987.725
1494.296,2839.1624
1490.921,2236.3815
1439.589,2447.3013
1440.026,2160.039
1427.344,2426.4848
1478.637,2809.4103
1489.243,2233.8645
1359.416,2582.8904
1461.092,1753.3104
1421.698,2416.8866
1351.558,2027.337
1349.264,1619.1168
1454.889,2764.2891
1349.563,2564.1697
1372.611,1647.1332
1325.493,1590.5916
1476.511,2214.7665
1477.692,2216.538
1347.192,2559.6648
1325.319,1722.9147
1485.33,2822.127
1442.15,2163.225
1361.073,2041.6095
1369.04,1642.848
1346.205,2019.3075
1477.552,2807.3488
1438.931,2446.1827
1480.253,2220.3795
1502.101,1802.5212
1355.017,1626.0204
1363.736,1772.8568
1315.622,2236.5574
1490.284,1788.3408
1363.934,2591.4746
1354.402,1760.7226
1429.441,2430.0497
1309.298,1571.1576
1476.323,1771.5876
1502.866,2554.8722
1344.217,1613.0604
1342.012,1610.4144
1374.117,1786.3521
1319.986,1583.9832
1409.633,1832.5229
1418.67,1844.271
1361.601,1770.0813
1498.215,1797.858
1422.456,1849.1928
1353.355,1624.026
1467.898,2201.847
1478.18,2217.27
1377.063,2616.4197
1337.829,2006.7435
1328.254,1593.9048
1483.194,2224.791
1355.579,1626.6948
1504.828,1805.7936
1509.275,2565.7675
1453.013,2179.5195
1378.038,1791.4494
1374.473,2611.4987
1455.928,2183.892
1485.67,2228.505
1443.91,2165.865
1451.809,2177.7135
1501.855,2553.1535
1493.08,2239.62
1500.678,2551.1526
1478.055,1773.666
1475.262,2802.9978
1470.456,1764.5472
1469.611,2204.4165
1321.027,2245.7459
1468.285,2202.4275
1309.648,1964.472
1362.507,1771.2591
1433.688,2437.2696
1466.147,2785.6793
1375.299,1787.8887
1421.656,1848.1528
1508.176,1960.6288
1372.622,2607.9818
1320.381,2508.7239
1374.588,1786.9644
1311.581,1967.3715
1359.473,2582.9987
1483.333,2818.3327
1418.662,1844.2606
1358.489,1766.0357
1322.665,2513.0635
1506.692,1958.6996
1363.823,2591.2637
1358.942,1630.7304
1487.008,2230.512
1506.793,2862.9067
1350.45,2025.675
1351.17,1621.404
1380.103,1794.1339
1359.098,2038.647
1435.422,2440.2174
1350.516,2565.9804
1475.514,2803.4766
1419.101,2412.4717
1323.071,2249.2207
1492.215,2835.2085
1366.444,1639.7328
1330.038,1995.057
1312.394,2231.0698
1487.785,1785.342
1482.669,1779.2028
1465.725,1758.87
1487.062,2825.4178
1440.253,2160.3795
1468.512,2202.768
1316.129,2237.4193
1481.866,2222.799
1500.243,2550.4131
1316.843,2238.6331
1493.719,2838.0661
1492.64,1791.168
1365.752,2048.628
1504.471,1805.3652
1476,2214
1369.619,1643.5428
1378.445,2619.0455
1378.166,1791.6158
1322.428,2512.6132
1320.923,1981.3845
1493.158,2239.737
1357.577,2579.3963
1350.836,1756.0868
1320.378,2244.6426
1310.073,1572.0876
1376.666,2615.6654
1468.239,1761.8868
1508.077,1960.5001
1322.31,1983.465
1315.256,1578.3072
1337.251,1604.7012
1498.586,2247.879
1342.565,2013.8475
1470.373,2205.5595
1471.373,2207.0595
1437.016,2442.9272
1368.134,2599.4546
1369.238,1643.0856
1323.53,1588.236
1489.45,1787.34
1356.18,1627.416
1451.917,2177.8755
1503.968,2556.7456
1356.783,2035.1745
1322.589,1983.8835
1466.536,2199.804
1462.732,2194.098
1492.755,2836.2345
1493.475,2837.6025
1356.952,2578.2088
1502.23,1952.899
1491.018,2236.527
1433.529,2436.9993
1363.459,2590.5721
1347.663,1617.1956
1352.855,2029.2825
1322.17,1983.255
1349.403,1619.2836
1352.832,1623.3984
1500.779,1800.9348
1462.347,2193.5205
1342.98,1611.576
1456.01,2184.015
1424.434,2421.5378
1358.951,2038.4265
1503.199,1803.8388
1499.819,2249.7285
1494.72,2839.968
1428.751,1714.5012
1485.545,2228.3175
1365.403,1775.0239
1336.314,1603.5768
1459.876,2773.7644
1354.555,1625.466
1518.201,1973.6613
1384.647,2353.8999
1463.3,1755.96
1355.201,1626.2412
1460.867,1753.0404
1352.351,1622.8212
1463.69,1756.428
1348.238,2022.357
1477.164,1772.5968
1360.195,1632.234
1302.797,1563.3564
1448.401,2751.9619
1328.359,1992.5385
1329.173,1595.0076
1351.991,1622.3892
1478.176,1773.8112
1355.779,2033.6685
1452.867,2179.3005
1435.579,2440.4843
1353.658,2571.9502
1472.908,2209.362
1522.593,1979.3709
1500.456,2550.7752
1510.884,1813.0608
1488.203,2827.5857
1368.4,1778.92
1438.772,2158.158
1513.259,2875.1921
1338.13,1605.756
1411.568,2399.6656
1504.602,1805.5224
1351.86,2568.534
1343.221,1611.8652
1314.435,2234.5395
1361.273,2041.9095
1372.466,1784.2058
1463.826,1756.5912
1474.372,2801.3068
1345.244,1614.2928
1355.493,2575.4367
1369.375,1643.25
1336.101,2004.1515
1490.941,2832.7879
1466.547,2199.8205
1366.224,1639.4688
1374.396,1786.7148
1494.786,1793.7432
1317.793,1976.6895
1315.941,2500.2879
1337.148,2005.722
1349.976,2564.9544
1495.431,1794.5172
1316.751,2238.4767
1477.14,2215.71
1447.509,2171.2635
1466.544,2199.816
1451.018,2176.527
1343.806,2015.709
1429.369,2429.9273
1469.63,1763.556
1380.06,1794.078
1352.693,2029.0395
1501.305,2852.4795
1313.729,1576.4748
1332.814,1999.221
1508.943,1810.7316
1470.892,2206.338
1380.983,1795.2779
1420.705,2415.1985
1334.123,2001.1845
1332.763,1599.3156
1504.72,1805.664
1503.738,1954.8594
1356.04,1762.852
1492.203,1790.6436
1448.711,2173.0665
1343.825,1612.59
1318.711,2241.8087
1372.299,1646.7588
1327.571,1991.3565
1461.289,2191.9335
1472.401,2208.6015
1489.38,1787.256
1354.298,2031.447
1380.006,1794.0078
1467.876,2201.814
1321.919,1586.3028
1459.211,1751.0532
1479.003,2810.1057
1366.474,2596.3006
1372.132,1646.5584
1364.619,2592.7761
1471.739,2796.3041
1320.806,2245.3702
1333.471,2000.2065
1423.473,2419.9041
1365.559,1775.2267
1326.461,1989.6915
1515.212,1969.7756
1316.09,2237.353
1342.058,2013.087
1475.319,2803.1061
1369.081,2601.2539
1313.111,2494.9109
1486.845,2825.0055
1510.643,2870.2217
1503.631,2556.1727
1463.261,1755.9132
1414.27,2404.259
1483.871,1780.6452
1366.887,1776.9531
1458.752,1750.5024
1347.174,1751.3262
1341.829,1610.1948
1460.721,2191.0815
1306.322,2220.7474
1482.04,1778.448
1371.823,1646.1876
1348.261,2561.6959
1489.588,2830.2172
1359.388,1631.2656
1370.498,1781.6474
1332.713,1999.0695
1321.518,1717.9734
1339.769,2009.6535
1491.374,1789.6488
1513.338,1967.3394
1362.988,2589.6772
1481.952,2222.928
1350.048,1755.0624
1474.097,2211.1455
1471.287,2206.9305
1330.359,1596.4308
1321.385,1717.8005
1365.391,1775.0083
1353.05,1758.965
1359.944,1631.9328
1350.706,2026.059
1493.388,1792.0656
1378.797,2619.7143
1323.231,2249.4927
1489.302,1787.1624
1459.963,2189.9445
1324.787,1589.7444
1401.974,1822.5662
1315.838,2236.9246
1488.201,2827.5819
1501.441,2552.4497
1464.3,2782.17
1359.066,2038.599
1414.675,1839.0775
1416.715,2408.4155
1349.113,1618.9356
1359.035,2038.5525
1372.141,2607.0679
1341.474,2012.211
1355.486,1626.5832
1321.77,2247.009
1378.948,2620.0012
1350.579,1620.6948
1327.047,1592.4564
1324.185,2515.9515
1468.936,2790.9784
1422.288,2417.8896
1362.834,2044.251
1493.585,1792.302
1510.128,1812.1536
1372.408,2607.5752
1487.803,1785.3636
1449.722,2754.4718
1344.246,2554.0674
1424.808,1709.7696
1323.175,2249.3975
1363.791,2045.6865
1346.439,1750.3707
1351.843,1757.3959
1314.668,2497.8692
1372.733,1784.5529
1429.918,2430.8606
1359.808,2039.712
1441.334,2162.001
1525.604,1830.7248
1358.019,2037.0285
1350.882,2566.6758
1463.646,2780.9274
1511.257,2871.3883
1501.348,2552.2916
1422.152,1848.7976
1498.489,1798.1868
1484.939,2227.4085
1510.253,1812.3036
1486.555,2824.4545
1450.535,2756.0165
1491.709,2834.2471
1461.153,2776.1907
1511.932,1814.3184
1428.005,1713.606
1336.149,1603.3788
1338.594,2007.891
1469.643,1763.5716
1454.157,2762.8983
1322.647,1983.9705
1477.951,1773.5412
1370.887,2604.6853
1434.693,2152.0395
1436.919,2442.7623
1507.991,2563.5847
1357.747,2036.6205
1431.125,2432.9125
1508.15,1809.78
1349.644,1754.5372
1363.723,1636.4676
1501.093,2852.0767
1485.944,2228.916
1364.484,2592.5196
1512.911,1815.4932
1317.677,1712.9801
1485.127,2227.6905
1345.742,2556.9098
1420.797,1704.9564
1344.322,2016.483
1355.176,2032.764
1331.191,1597.4292
1511.715,1814.058
1453.295,2179.9425
1364.804,2593.1276
1311.635,1967.4525
1490.237,2235.3555
1358.772,1766.4036
1365.489,1638.5868
1366.804,2596.9276
1353.658,1624.3896
1478.01,2808.219
1368.375,1642.05
1344.424,2016.636
1459.568,1751.4816
1493.092,2836.8748
1367.684,2598.5996
1362.415,2588.5885
1362.73,1771.549
1468.336,2202.504
1314.858,2235.2586
1479.364,2810.7916
1361.991,2587.7829
1360.814,1769.0582
1364.976,1637.9712
1342.934,2014.401
1309.542,2226.2214
1364.873,2047.3095
1458.339,2187.5085
1340.532,2010.798
